hour,day_of_week,distance,weather_impact,traffic_density,restaurant_busy,prep_time_base,order_complexity,delivery_time
11,0,6.8229685236281785,1.8179080881344785,7.492177592659187,4.0045690020503795,12.882499657096213,1.9595524800577464,41.24322816054013
18,2,3.8453058498307393,2.3504594119445823,11.791242951137313,1.8433938394884617,19.43375982221897,2.6492368202278525,39.60616886282951
16,0,3.5442617632287527,5.123455763911527,3.3172363458017706,9.445923341119144,13.925855342479853,4.5971536123954095,33.78120126121709
17,1,3.587936571807329,2.504145544150661,6.958995870649444,2.964928215453565,13.696928552755846,2.2601493313588086,30.43490491601407
22,5,12.178434165318547,6.2626330757668915,3.1702434409381848,9.569772594798227,18.113189719561827,4.541924026575982,71.32756217474214
19,2,3.3913591347032415,0.22550029945148076,8.262098809284428,6.6392479906065445,13.176175878114348,4.473377044245823,30.26639851404164
11,3,9.456066323309571,2.7236475959158435,6.066579266015802,9.24303864477556,18.66706755971767,3.7851098415495272,57.75651434319072
8,6,13.841187701264317,6.5404367098444425,7.888592525653672,6.025743757666428,9.81291243585333,3.885550404456378,72.4937444653225
13,2,8.385791244009432,6.999871201757311,9.668978415428679,7.716156203202123,11.77962997576289,2.4634904289439343,54.05290230281762
12,0,10.533580806625698,0.46169246172016987,10.174744520573036,6.231759490618982,11.891284742786851,1.448057235128494,57.26462123261139
8,1,12.759022064893063,2.7359470214809685,2.5697280378012453,9.00377013823369,22.978707291306854,2.4665946569348156,65.91753095092386
12,4,11.773458847258597,0.6416634339657685,9.5100673246427,3.680019791246247,9.450886439943046,2.3171288428723216,58.455392606273115
18,0,12.645135737209324,1.8860752208328675,6.763433598234153,5.14105041459018,11.675693144978997,1.388000890364058,59.86238861911862
20,1,8.686454074917485,2.9378103168178162,12.964190788962139,5.872628044944097,16.79003993461118,2.403636366189002,60.711957157955055
12,1,11.518030558145542,4.543048268215898,5.386151808623427,8.67181471713758,20.341630889590906,2.6239090693209204,65.99032401770954
14,3,1.5142511723227388,4.594428861581309,2.0088869200246355,4.903844248949363,23.599743656712157,3.088728288638297,34.53272600184467
21,2,2.039666064429864,3.653141737105602,6.5341535602496,1.9013207993218653,21.287356920046754,2.578662208728363,33.167886506458835
17,6,9.173834909602489,6.44557556594337,4.577448163120747,1.9665935607043068,18.358921189782592,4.589923293361129,57.876113502714034
23,3,4.134735176581251,2.2194272887926374,4.643838128552154,8.133138434193093,18.581687336252806,1.7170577237394546,36.87269363053878
9,3,11.542635500669734,5.986390375176436,9.341973202585361,4.860566515808062,20.732992835177242,3.166188767283518,73.59460695554698
9,1,8.148786344995026,6.405706542582132,4.388434280089782,4.778548757407069,10.209339420878019,4.562675982188191,44.784835136373054
23,5,7.251016314490483,3.5748189552175926,7.664652197098059,9.498722740158458,20.877693445302413,4.718622613666996,61.62452493639188
12,3,1.4458841954558992,1.5200537693509952,12.334057901355955,7.2195783383672865,11.792062096578235,1.61643926574894,22.271951642894713
18,6,14.712367585303587,5.764173769160843,5.196678748467362,6.783470950166111,8.781059076292589,3.9005608179378406,68.5570727269542
19,3,3.078480746532719,4.963149218301322,12.074956300177508,4.419585815354655,13.002899185005106,4.042888803748242,33.59281864525654
11,5,3.287747713561195,0.7214444195056311,7.07941163133945,6.373194146070043,19.190135396582516,4.857776862113877,38.62320662706976
12,4,11.823310075218108,3.7855354933917216,8.86605902409814,2.423185588691016,20.311856072073716,4.9936739637553424,71.84627706138205
19,5,9.7034656499755,2.626013513244467,6.471263626333143,4.948186876118239,22.123787181167557,2.267718197568715,64.2271198557199
15,6,8.442814331218091,2.544989745662625,9.651317657133779,6.218792628200278,22.4680875400231,2.312323644078839,68.31849542399007
12,1,2.2758581164971474,2.4199135024759384,6.3237299844111305,2.988944965095401,11.872775499097934,3.0908825581873076,24.099263192677594
14,3,5.833858404044269,4.5612780895014655,6.25478257925897,4.461972824171761,21.877938172624674,1.443177651977107,47.64521471489855
21,1,2.3350208754677793,7.783998618913013,9.800907960876426,5.186058991703412,16.605535569126054,3.531320280288627,35.42456319365897
18,1,2.3822995361796684,2.2163352475350377,7.798764697651657,4.195471689172631,16.72888956639699,1.2925682331139092,29.149481256481426
18,1,12.471355729100281,6.49539311075785,8.160660764440141,3.7694591193967963,8.624522483509505,3.18755825992869,62.99001866732654
8,6,2.753952328098393,3.950007518283961,7.274896249367074,9.50128107370438,19.42569411028883,4.8304799284138795,43.47519721282787
18,2,13.9023996545685,1.9336539489460813,8.259028214703607,7.455601923593298,17.260816877407624,3.944435897215614,74.99568434854656
19,3,3.8496158194255052,6.006413390457049,12.80872954852827,4.289883459069769,14.589786527927533,1.9950880404451161,38.69976903131402
12,1,13.95625053101524,1.3351532837639146,13.2348406482307,7.75665923298775,15.352829036275914,2.4969082072255,82.59334263804998
21,1,10.61550433698036,0.48522077868381785,6.6025756343985265,9.004483465981926,14.363301214992369,4.304126848609876,56.6570976868196
8,1,1.3202107183571696,1.512812571844071,4.57590286906457,3.5980796257159176,17.36897566829649,1.5995953828334355,24.66514750288122
11,1,14.703214338856657,3.066164517305336,8.467638191762749,7.088119074801614,19.014325839898312,1.0122973013862357,79.53310256562428
10,3,11.519557579530652,0.8367037913899207,4.063415479394125,4.5588044479135,20.838800244522343,3.476056215705978,60.43403895635347
12,3,10.86240277060795,0.27341133508272186,9.354260939504746,4.561716937165916,18.691917371224232,4.712695532710509,65.03297870525522
13,2,13.989504471734543,6.759619579705721,8.192858765997853,8.281018109790304,15.546050751735054,4.498449175010091,77.8531427667606
17,0,10.704849251889694,3.311206358602451,2.623605990083753,3.493656954593139,17.791878583522127,2.3823822865772275,53.655051022825084
20,0,2.982721542014972,6.219439021440654,9.453357946948122,2.699258395521193,21.519316232080804,3.9185720360452856,40.95024499986085
20,6,2.6322629229415635,3.218600480689929,7.426588240488807,1.2513405515565963,16.166084190747743,2.686672878304737,34.06908475545305
10,4,8.988058362797085,4.7239160904324455,7.920753337796326,4.435035272014556,21.550279336293976,4.122592667881412,61.870194022792695
15,3,1.894939966562736,4.190646984790935,8.950101169162828,6.3578707714866685,12.53414402294316,3.9187559595218158,27.034736399923638
22,2,11.492219094332585,5.676222512824856,3.3954371897109175,2.244505953758223,19.36542433953725,4.927128217065883,61.62703219606942
10,3,3.7854861376929625,0.0442647823306519,6.989990309293722,5.497367301030172,16.24882813326368,4.244659787611659,33.48857210024141
18,1,13.039875762788142,1.8485356319324122,6.32718083615597,7.514836384202828,10.344043377116586,2.32987168301336,60.217795851225574
15,4,1.2811145697115318,6.415848277876769,5.56331478935682,7.300330537469658,8.978861941777703,1.1656466880161465,21.156336038487417
20,0,8.46655787456189,4.8992918132255525,7.437605010553701,3.829867508883464,9.359361195523272,1.065201509674098,45.572387330508185
21,3,2.8849243449035167,5.172334922526294,5.40639648092295,8.474366094801258,16.508568257340116,1.141651618405651,33.311439419165445
11,6,9.669566419241571,6.605866410249646,7.522319241418328,7.783595278568527,14.525311317627622,1.2451520595665104,65.7149339491906
14,0,12.533162163950749,3.888764749976459,9.545053093201165,6.8128914552370246,15.831465840665185,3.663775982031119,72.0955932202014
23,2,1.6360661187581953,0.4545308197904969,4.019591347306293,5.448065499898932,23.243090727410042,4.439849544739904,32.53767268466477
20,1,11.535883068477327,7.0654891815122856,10.942211027957981,5.9356896144489415,9.554096370292495,3.072940820439623,66.29758272061908
11,1,6.526937262165488,0.7375770799991779,9.337275213636607,2.957907823763317,11.904998658481142,2.839299100589342,40.26099680316472
22,5,11.480878108681182,7.938785863498002,3.273437295513312,4.422821660710895,9.406649931651241,1.2589979275184704,57.87826205254096
22,0,5.390469138147167,3.2311364994241307,6.494481598113256,6.561736714500188,14.559708010663355,3.297437233260674,39.489275079985106
11,5,6.346234850944488,0.5971835907328922,3.0551549046738966,7.490535220847832,14.816376053532608,2.5251891915637836,44.98179146507997
11,3,0.7657482239252306,7.83084525386281,7.617360764885125,8.484010906081153,9.110487689748002,1.753506431318148,21.58643801164102
19,1,14.693404617337595,3.386772355890227,8.080319772009274,7.049383804200395,20.225442735568542,1.3471021703426334,80.26584956719694
19,0,8.090496124271539,2.601573991250776,6.219413889073282,1.5840156080146457,14.589598110209677,2.3101551085239804,46.07510144527373
18,6,8.531335005509993,5.021078805253842,11.118680083249554,9.7157613251323,22.011244813625574,3.4880771905555585,73.3194656447441
12,1,14.24116408473277,5.457450748200023,8.499080008866146,3.0258389753001342,20.465843745394338,1.5857849930578518,80.29087769123548
12,6,3.0427483219077756,6.452988801406057,10.448799547697224,4.761469812444412,9.243750292272782,2.3469892850573477,37.10212601530448
21,1,4.880469012916517,5.508603672774608,6.726411522793351,4.15095414734605,22.287897928142876,3.6711731346207204,46.90103266093567
22,2,10.406309979069288,4.344952114730472,6.703369534476978,2.678539624774967,12.68288594641917,4.390428979803405,55.63700015521348
8,1,7.518509709759895,6.79160380415264,9.7397925884053,7.7289964510288,16.72085341985391,3.3048301726031206,55.90583353123186
17,4,2.9960391400747706,0.09113636525714242,3.3090834938658498,1.6346216300804055,22.511964165807925,2.871445844168707,33.48820206911866
9,4,12.552982400871652,0.8406026895753573,9.746082093566766,3.7533885884429044,8.405121792330284,2.191685110296893,61.033278627550104
18,3,14.869931881863657,1.1934892939625463,7.7188067255530175,7.661420628054562,23.92755346110836,4.872239469534819,84.00844005685798
12,0,3.821031856008852,4.682890329188009,8.524737905665958,9.569142601107183,16.87200644464714,1.343611160626859,38.59944097391664
18,5,7.417306156405187,3.116392038938087,8.267418744429104,9.766588663648267,12.175876826946704,1.2190478588842675,53.666057517321455
18,2,10.909474122790192,3.5956498651436,10.889840909100936,4.750776007840269,19.92981489664724,3.746259739288098,71.19874840760454
21,4,10.581963250947561,7.286688746438043,3.2431404949019784,7.821986427389083,16.118025666984565,4.791604317321905,58.29250190858846
16,6,11.975828543015215,3.8038467703010514,5.610341520654738,2.912301109120662,19.070608797944544,3.8799353258264793,68.85747223582952
8,0,13.914253773955956,4.736366620051757,4.25486569348942,6.447330657834682,21.095866326783607,1.9270419227957385,71.44880637145982
23,0,11.916559325125622,4.348060525273029,8.056867526228029,9.578493995688373,13.295011843393908,3.6942840736132556,65.68706978958569
16,5,14.865567003387744,3.964364417425707,8.24369678804505,8.500077486564635,9.539730266513642,1.3084432796363852,73.97944434774742
23,3,7.81713962848251,0.8411272977798712,9.823882371021769,4.147758671661447,9.201235794272081,3.4484646621685764,43.904745664494726
11,2,10.2946275606461,5.682227920933041,3.4641706936175174,3.354937692218583,13.39741331553381,1.7267701210712167,50.89898298669129
18,2,9.148980474465851,3.9032013900334928,6.405012285015364,6.930621076857553,15.933859066019085,2.6831491254625583,54.13953210014697
18,0,13.615704713714523,3.6781304053469865,11.154493997725613,3.7135589921983243,15.169077308816531,2.1601818058286875,77.12644649354422
18,5,9.359349567823205,5.131955616569105,6.416219826336369,7.182616172971639,22.750421885514193,2.0964258512418574,67.68803226092692
23,6,6.42055088250745,2.3663317110888036,8.976636576258002,7.715689655638406,8.459491492574474,1.099616769129597,43.86562990747929
9,6,0.6007345110175183,7.010817464682057,8.669282551547454,4.388874170963948,15.778855792530694,1.398188730342817,32.65893688149812
18,1,8.899171193350735,7.17572688054711,9.062737685044347,4.70110821076495,21.44273227530838,3.39957612696965,64.63899041078334
22,1,9.292318102871421,2.7563386818115907,8.51267076993942,2.8645082917798455,21.491306198734154,4.393510813442221,61.848647000510915
11,0,10.761893949360006,5.135808003828198,4.046115386227952,6.358168753302702,20.87548521383698,2.2673902653549147,61.46159195298668
18,4,2.131952910697878,3.253800816415276,5.550176436517548,4.397845771454389,12.962254171542114,1.6871394456646085,24.833007776995704
12,4,7.9766809745021785,0.9825034208652346,5.80437602356122,4.113503349639701,19.734987439690443,2.542531846328822,49.912957910094015
19,0,10.806782694319963,5.009739803275209,11.357144961211983,4.937233874619029,16.563294334796595,3.823841432844359,69.39126343558088
9,1,12.268057567344853,4.3459242438101136,8.963161180374119,2.7175877940879434,22.67851758162965,2.5239493629960745,75.39673851669734
10,1,4.830463022838439,0.269520173707952,6.435088956032808,7.393211464222161,13.30292648343423,1.2189032228214511,33.084784117792935
20,6,4.273742319049996,4.782947056067012,7.3978467682899085,6.222366854372635,10.768494670200045,4.7139630377725075,41.31959041640007
23,2,7.833833639011232,4.029171558609375,2.575377318185507,5.657669004045693,17.625526615715064,3.3707380489339562,46.84237930606354
9,0,8.269936069528336,7.965009806843372,3.6943362525079033,5.190827468696474,14.503912862517428,4.67210766930379,50.02685165121098
20,2,8.460912896207148,4.5481073964089695,7.145420275310112,3.6102153581106666,10.75163761372027,4.783800230304152,48.0858872773793
21,3,4.829616582095342,5.608128473861788,8.136722430087957,3.1193127169861863,18.147034441240955,4.20181522183161,43.63886753741939
14,2,1.1294622724042986,4.667032305890177,4.476171730456209,8.992102831083074,24.1909401675277,4.764446878369295,36.5864260459131
17,2,14.405046101314065,0.028555086317552103,5.98444346395084,2.776856799396925,23.569216497404717,3.698846642410159,75.21808377910601
12,5,9.989045083807973,4.544655499728193,9.593456188716805,9.589993937739356,22.640184493453816,3.9257738143718384,73.9003199191826
14,6,14.969388540576897,0.6814037422673938,5.117067898089278,1.0320976491651677,22.279022075878196,4.475797319545281,77.44162690521992
17,0,12.614867204408622,5.665869901095741,4.536372885829372,9.878637381366476,8.621817745512253,2.1902437787126554,57.33425601283929
17,2,2.0686901467128584,5.4719642039260235,2.2089090614554294,3.0058334046320603,19.66394784606871,1.2249154371193147,31.41288457750359
20,1,2.8557594142061324,4.683737317665018,11.375294123119438,4.822418068613475,8.762482388751272,2.7359889201910685,27.336356151297498
16,1,11.07899390752614,6.244399976668363,7.43556477333111,8.29561817769008,12.698502355029198,4.0017617498495355,62.23785995682373
15,4,7.6992168414192825,0.18305873374297565,2.2081127325618217,3.2442761665919324,13.659095244240941,3.976091953771726,38.56502397239082
10,4,13.399689331954088,1.6353387697574213,4.371251450014274,5.873191385593324,14.488045784196526,3.041653887816712,61.36433620278079
12,0,13.022865127895908,1.464560834849138,7.838173784938553,2.867214557031946,16.898860837231688,2.788269390289801,68.19329339464488
20,0,3.7999249817721186,3.5130355281210974,11.763593047765909,1.058060749656069,21.58011433954594,4.51854346976505,43.172160840893426
19,1,3.7191290120708747,1.2671939146616786,7.616668046505287,2.3080355491037725,15.368985265664353,1.3946152925901956,31.31938690465776
23,1,4.857959579031412,0.31591758034031336,9.229884884789278,7.258202205165865,10.769400429253942,2.1315654143988176,33.136037963266794
17,4,2.656694468739817,5.061721831466394,2.5525586540851286,4.08054155169199,12.533741657014149,2.0881150309307874,26.510280543626084
20,4,13.814486511329394,1.0737380027455616,10.968952028511804,8.556524880434072,13.166084318022486,4.6521198865496185,76.18387438214178
17,5,4.759001353617853,1.9358135590082322,7.507748161073842,1.6434313453020413,19.363306244704894,4.287207977511883,47.08109063144943
13,5,5.2407438014698045,1.2259482033143874,9.493822110506855,5.437282384308201,9.01616425971893,1.477906199644516,38.657721985370216
17,6,2.901900307035684,2.5196394542622924,2.152769271362179,9.060014942801077,12.923359919137377,2.6534401632608002,34.579563231447885
20,1,6.265434019367755,1.4515233762447686,6.758918528365888,9.39163330702297,12.483449938072305,4.947542690910474,40.951648737313434
13,6,13.763839534910144,4.646107007037972,10.294267788352414,9.112539853208474,20.39442073088245,3.1051508830689496,89.15729128348305
18,5,4.0615977568133275,0.9226704182779528,7.7791401143721925,9.136363096788559,16.7712739008616,3.282644351195191,39.211944281701946
21,0,13.985363292969843,4.585033731375077,7.7122623413367535,2.213328297522904,19.691882819878785,1.86894987644662,76.10061006302634
22,3,13.709682875219778,5.5627343500504445,3.8844548010631152,4.84892314407942,24.520245750056375,3.345404935517726,74.36021634898391
11,0,2.7880787390174353,7.7707424487567565,3.728591570731541,5.80972781255159,17.719229745219607,2.079947863509838,35.24825386001444
22,1,12.992443854482696,0.6106204262889943,9.978805988464625,5.868451765964537,10.407017785558553,2.3807348971607447,65.77488822215157
23,1,4.7642268664155765,3.1729868969772426,9.508950571054154,9.250345435191617,20.083132265096545,1.2412864985036354,44.72325549583167
11,1,2.16693296319795,7.841188815675986,6.2421508708471904,3.3377737180268907,23.663504259574907,2.662266219204372,39.71520131761486
21,4,12.286121972900048,3.9116599704014012,5.596430876898385,5.658841625491828,15.439160263163888,4.546178713670441,63.568299871189524
21,3,10.207531036470577,1.8568036348225654,8.769750532484831,5.747871916977615,15.063307489218548,3.41319161335159,58.92616048138861
12,6,11.44392022575236,7.498849054067947,5.026110307093967,7.2766197671312,19.478262066589842,2.2245971490342176,70.87103159186724
15,5,3.6563714436429433,6.666369632571837,3.166647818104596,9.324851170880965,19.163599017985046,4.293613976741493,46.173543094893425
12,5,2.526388608222459,2.8990010424732624,11.678972543149754,8.701672394622904,20.61792636788104,1.912646911390563,39.96744604973041
19,6,0.7866547299252569,3.4343130433205458,7.164680148903957,3.009365011101356,23.71962023946378,3.6563199335917242,34.2208646693866
9,0,3.203251594556182,2.581111025432053,3.553432440180533,7.5113615677232195,19.03700499923143,1.4063119254817118,33.773967958548745
13,3,7.560861372717555,3.6224046363591444,7.933624597762973,2.145537864394743,20.15415310466475,4.613623786616701,53.90245886320291
12,5,2.050799395880389,5.577290542894569,11.11915925567325,1.722735271917486,15.19481941409662,1.6637691877390925,33.68188495440593
19,6,2.3963813588312917,1.8911239890191007,5.527712912275114,7.705894680139583,13.06046642833823,3.704986994032121,31.744510025779775
13,1,5.751021225517547,5.7531252257277785,9.376752127229842,1.4198361923336393,21.910868584868922,3.441987431399859,51.12675147916238
18,3,10.893482745300124,2.350050036662406,13.196830177160946,6.376889946095599,12.159265053943127,1.6655370991102805,65.582763754041
23,6,4.2782161168241455,6.653483285678708,7.44693919885125,1.9807435167742948,24.616151404365294,1.3716532345545533,53.97503531993807
10,5,4.578699207106188,7.6294708129003235,8.263699331679566,2.155373560045229,10.51659653547225,2.399897478824368,40.613008010059865
11,2,7.343035932001083,7.951114030084717,5.732240367142248,3.214807545536448,24.28362149663108,2.960302221651523,57.760502973207146
17,5,6.4234439720626355,7.147113686851904,4.918388897333574,2.603898251425074,12.304537945983219,2.3094121383894217,47.20722968527677
22,1,2.5084285948243474,5.057841777714193,4.296063828931233,4.626926275705521,23.666372034424995,4.123334968982448,39.04991771391235
11,0,10.271937432184336,1.0431884892579077,6.072611362327546,4.747494705398223,22.409002959545013,3.9040734782445576,61.65630507672396
11,6,11.056851816026441,6.131079836351246,8.292880079749292,4.386824168059649,8.627170890563715,3.332513079557104,61.54473615184635
15,6,2.8494958942556097,6.070244529703848,9.311519542533496,1.922410286917109,14.01155269845364,2.0864276081785333,39.012255644749786
18,3,10.545403773976084,3.625359590785294,10.755383905065145,7.612096608442755,16.475464475213933,4.295068668215367,67.18340480287824
